province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
qinghai,qinghai,hualong huizu aut county,qinghai指青海。hualong huizu aut county指青海的化隆回族自治县，所属地级行政区是海东市，全称海东市，简称海东。化隆回族自治县全称化隆回族自治县，简称化隆,青海,海东市,海东,化隆回族自治县,化隆,青海拼音qinghai，海东市拼音haidongshi，海东拼音haidong，化隆回族自治县拼音hualonghuizuzizhixian，化隆拼音hualong,qinghai,haidongshi,haidong,hualonghuizuzizhixian,hualong,青海省,青海,海东市,海东,haidongshi,Haidong,Qinghai
hainan,hainan,haikou,hainan指海南。haikou指海南的海口市，海口市是地级行政区，全称海口市，简称海口。输入没有提供地区名，填充为null。,海南,海口市,海口,null,null,海南拼音hainan，海口市拼音haikoushi，海口拼音haikou，null非中文返回null，null非中文返回null,hainan,haikoushi,haikou,null,null,海南省,海南,海口市,海口,haikoushi,Haikou,Hainan
hainan,hainan,longhua district,hainan指海南。longhua district指海南海口的龙华区，所属地级行政是海口市，全称海口市，简称海口。龙华区全称龙华区，简称龙华,海南,海口市,海口,龙华区,龙华,海南拼音hainan，海口市拼音haikoushi，海口拼音haikou，龙华区拼音longhuaqu，龙华拼音longhua,hainan,haikoushi,haikou,longhuaqu,longhua,海南省,海南,海口市,海口,haikoushi,Haikou,Hainan
qinghai,qinghai,ulan county,qinghai指青海。ulan county指青海的乌兰县，所属地级行政区是海西蒙古族藏族自治州，全称海西蒙古族藏族自治州，简称海西。乌兰县全称乌兰县，简称乌兰，填充到区。,青海,海西蒙古族藏族自治州,海西,乌兰县,乌兰,青海拼音qinghai，海西蒙古族藏族自治州拼音haiximengguzucangzizhizhou，海西拼音haixi，乌兰县拼音wulanxian，乌兰拼音wulan,qinghai,haiximengguzucangzizhizhou,haixi,wulanxian,wulan,青海省,青海,海西蒙古族藏族自治州,海西,haiximengguzucangzuzizhizhou,Haixi,Qinghai
hebei,hebei,congtai district,hebei指河北。congtai district指河北邯郸的丛台区，所属地级行政是邯郸市，全称邯郸市，简称邯郸。丛台区全称丛台区，简称丛台,河北,邯郸市,邯郸,丛台区,丛台,河北拼音hebei，邯郸市拼音handanshi，邯郸拼音handan，丛台区拼音congtaiqu，丛台拼音congtai,hebei,handanshi,handan,congtaiqu,congtai,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
hebei,hebei,yongnian district,hebei指河北。yongnian district指河北的永年区，所属地级行政是邯郸市，全称邯郸市，简称邯郸。永年区全称永年区，简称永年,河北,邯郸市,邯郸,永年区,永年,河北拼音hebei，邯郸市拼音handanshi，邯郸拼音handan，永年区拼音yongnianqu，永年拼音yongnian,hebei,handanshi,handan,yongnianqu,yongnian,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
hebei,hebei,matou,hebei指河北。matou指河北邯郸的马头镇，所属地级行政区是邯郸市，全称邯郸市，简称邯郸。马头镇所属县级行政区是邯山区，全称邯山区，简称邯山，填充到区,河北,邯郸市,邯郸,邯山区,邯山,河北拼音hebei，邯郸市拼音handanshi，邯郸拼音handan，邯山区拼音hanshanqu，邯山拼音hanshan,hebei,handanshi,handan,hanshanqu,hanshan,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
zhejiang,zhejiang,jiande,zhejiang指浙江。jiande指浙江的建德市，建德市是县级市，所属地级行政区是杭州市，全称杭州市，简称杭州。建德市的全称是建德市，简称建德，填充到区。,浙江,杭州市,杭州,建德市,建德,浙江拼音zhejiang，杭州市拼音hangzhoushi，杭州拼音hangzhou，建德市拼音jiandeshì，建德拼音jiande,zhejiang,hangzhoushi,hangzhou,jiandeshì,jiande,浙江省,浙江,杭州市,杭州,hangzhoushi,Hangzhou,Zhejiang
zhejiang,zhejiang,gongshu district,zhejiang指浙江。gongshu district指浙江杭州的拱墅区，所属地级行政是杭州市，全称杭州市，简称杭州。拱墅区全称拱墅区，简称拱墅,浙江,杭州市,杭州,拱墅区,拱墅,浙江拼音zhejiang，杭州市拼音hangzhoushi，杭州拼音hangzhou，拱墅区拼音gongshuqu，拱墅拼音gongshu,zhejiang,hangzhoushi,hangzhou,gongshuqu,gongshu,浙江省,浙江,杭州市,杭州,hangzhoushi,Hangzhou,Zhejiang
zhejiang,zhejiang,xihu district,zhejiang指浙江。xihu district指浙江杭州的西湖区，所属地级行政是杭州市，全称杭州市，简称杭州。西湖区全称西湖区，简称西湖,浙江,杭州市,杭州,西湖区,西湖,浙江拼音zhejiang，杭州市拼音hangzhoushi，杭州拼音hangzhou，西湖区拼音xihuqu，西湖拼音xihu,zhejiang,hangzhoushi,hangzhou,xihuqu,xihu,浙江省,浙江,杭州市,杭州,hangzhoushi,Hangzhou,Zhejiang
shanxi,shaanxi,xixiang,shaanxi指陕西。xixiang指陕西汉中的西乡县，西乡县是县级行政区，所属地级行政区是汉中市，全称汉中市，简称汉中。西乡县全称西乡县，简称西乡，填充到区,陕西,汉中市,汉中,西乡县,西乡,陕西拼音shanxi，汉中市拼音hanzhongshi，汉中拼音hanzhong，西乡县拼音xixiangxian，西乡拼音xixiang,shanxi,hanzhongshi,hanzhong,xixiangxian,xixiang,陕西省,陕西,汉中市,汉中,hanzhongshi,Hanzhong,Shaanxi
anhui,anhui,hefei,anhui指安徽。hefei指安徽的合肥市，合肥市是地级行政区，全称合肥市，简称合肥。输入没有提供地区名，填充为null。,安徽,合肥市,合肥,null,null,安徽拼音anhui，合肥市拼音hefeishi，合肥拼音hefei，null非中文返回null，null非中文返回null,anhui,hefeishi,hefei,null,null,安徽省,安徽,合肥市,合肥,hefeishi,Hefei,Anhui
anhui,anhui,baohe district,anhui指安徽。baohe district指安徽合肥的包河区，所属地级行政是合肥市，全称合肥市，简称合肥。包河区全称包河区，简称包河,安徽,合肥市,合肥,包河区,包河,安徽拼音anhui，合肥市拼音hefeishi，合肥拼音hefei，包河区拼音baohequ，包河拼音baohe,anhui,hefeishi,hefei,baohequ,baohe,安徽省,安徽,合肥市,合肥,hefeishi,Hefei,Anhui
anhui,anhui,shushan district,anhui指安徽。shushan district指安徽合肥的蜀山区，所属地级行政是合肥市，全称合肥市，简称合肥。蜀山区全称蜀山区，简称蜀山,安徽,合肥市,合肥,蜀山区,蜀山,安徽拼音anhui，合肥市拼音hefeishi，合肥拼音hefei，蜀山区拼音shushanqu，蜀山拼音shushan,anhui,hefeishi,hefei,shushanqu,shushan,安徽省,安徽,合肥市,合肥,hefeishi,Hefei,Anhui
hebei,hebei,hengshui,hebei指河北。hengshui指河北的衡水市，衡水市是地级行政区，全称衡水市，简称衡水。输入没有提供地区名，填充为null。,河北,衡水市,衡水,null,null,河北拼音hebei，衡水市拼音hengshuishi，衡水拼音hengshui，null非中文返回null，null非中文返回null,hebei,hengshuishi,hengshui,null,null,河北省,河北,衡水市,衡水,hengshuishi,Hengshui,Hebei
hunan,hunan,shigu district,hunan指湖南。shigu district指湖南衡阳市的石鼓区，所属地级行政区是衡阳市，全称衡阳市，简称衡阳。石鼓区的全称是石鼓区，简称石鼓,湖南,衡阳市,衡阳,石鼓区,石鼓,湖南拼音hunan，衡阳市拼音hengyangshi，衡阳拼音hengyang，石鼓区拼音shiguqu，石鼓拼音shigu,hunan,hengyangshi,hengyang,shiguqu,shigu,湖南省,湖南,衡阳市,衡阳,hengyangshi,Hengyang,Hunan
jiangsū,jiangsu,huaian district,jiangsu指江苏。huaian district指江苏淮安的淮安区，所属地级行政是淮安市，全称淮安市，简称淮安。淮安区全称淮安区，简称淮安,江苏,淮安市,淮安,淮安区,淮安,江苏拼音jiangsū，淮安市拼音huaianshi，淮安拼音huaian，淮安区拼音huaianqu，淮安拼音huaian,jiangsū,huaianshi,huaian,huaianqu,huaian,江苏省,江苏,淮安市,淮安,huaianshi,Huaian,Jiangsu
jiangsū,jiangsu,huaiyin district,jiangsu指江苏。huaiyin district指江苏淮安的淮阴区，所属地级行政是淮安市，全称淮安市，简称淮安。淮阴区全称淮阴区，简称淮阴,江苏,淮安市,淮安,淮阴区,淮阴,江苏拼音jiangsū，淮安市拼音huaianshi，淮安拼音huaian，淮阴区拼音huaiyinqu，淮阴拼音huaiyin,jiangsū,huaianshi,huaian,huaiyinqu,huaiyin,江苏省,江苏,淮安市,淮安,huaianshi,Huaian,Jiangsu
jiangsū,jiangsu,huaian district,jiangsu指江苏。huaian district指江苏淮安的淮安区，所属地级行政是淮安市，全称淮安市，简称淮安。淮安区全称淮安区，简称淮安,江苏,淮安市,淮安,淮安区,淮安,江苏拼音jiangsū，淮安市拼音huaianshi，淮安拼音huaian，淮安区拼音huaianqu，淮安拼音huaian,jiangsū,huaianshi,huaian,huaianqu,huaian,江苏省,江苏,淮安市,淮安,huaianshi,Huai'an,Jiangsu
jiangsū,jiangsu,huaiyin district,jiangsu指江苏。huaiyin district指江苏淮安的淮阴区，所属地级行政是淮安市，全称淮安市，简称淮安。淮阴区全称淮阴区，简称淮阴,江苏,淮安市,淮安,淮阴区,淮阴,江苏拼音jiangsū，淮安市拼音huaianshi，淮安拼音huaian，淮阴区拼音huaiyinqu，淮阴拼音huaiyin,jiangsū,huaianshi,huaian,huaiyinqu,huaiyin,江苏省,江苏,淮安市,淮安,huaianshi,Huai'an,Jiangsu
hubei,hubei,yingshan county,hubei指湖北。yingshan county指湖北黄冈市的英山县，全称英山县，简称英山，填充到区。,湖北,黄冈市,黄冈,英山县,英山,湖北拼音hubei，黄冈市拼音huanggangshi，黄冈拼音huanggang，英山县拼音yingshanxian，英山拼音yingshan,hubei,huanggangshi,huanggang,yingshanxian,yingshan,湖北省,湖北,黄冈市,黄冈,huanggangshi,Huanggang,Hubei
anhui,anhui,tunxi,anhui指安徽。tunxi指安徽黄山的屯溪区，所属地级行政是黄山市，全称黄山市，简称黄山。屯溪区全称屯溪区，简称屯溪,安徽,黄山市,黄山,屯溪区,屯溪,安徽拼音anhui，黄山市拼音huangshanshi，黄山拼音huangshan，屯溪区拼音tunxiqu，屯溪拼音tunxi,anhui,huangshanshi,huangshan,tunxiqu,tunxi,安徽省,安徽,黄山市,黄山,huangshanshi,Huangshan,Anhui
hubei,hubei,daye,hubei指湖北。daye指湖北黄石的大冶市，大冶市是县级市，所属地级行政区是黄石市，全称黄石市，简称黄石。大冶市的全称是大冶市，简称大冶，填充到区。,湖北,黄石市,黄石,大冶市,大冶,湖北拼音hubei，黄石市拼音huangshishi，黄石拼音huangshi，大冶市拼音dayeshi，大冶拼音daye,hubei,huangshishi,huangshi,dayeshi,daye,湖北省,湖北,黄石市,黄石,huangshishi,Huangshi,Hubei
inner mongolia,inner mongolia,hohhot,inner mongolia指内蒙古。hohhot指内蒙古自治区首府呼和浩特市，全称呼和浩特市，简称呼和浩特。,内蒙古,呼和浩特市,呼和浩特,null,null,内蒙古拼音neimenggu，呼和浩特市拼音huhehaoteshi，呼和浩特拼音huhehaote，null非中文返回null，null非中文返回null,neimenggu,huhehaoteshi,huhehaote,null,null,内蒙古自治区,内蒙古,呼和浩特市,呼和浩特,huhehaoteshi,Hohhot,Inner Mongolia
inner mongolia,inner mongolia,xin barag zuoqi,inner mongolia指内蒙古。xin barag zuoqi指内蒙古的新巴尔虎左旗，新巴尔虎左旗所属地级行政区是呼伦贝尔市，全称呼伦贝尔市，简称呼伦贝尔。新巴尔虎左旗全称新巴尔虎左旗，简称新左旗，填充到区。,内蒙古,呼伦贝尔市,呼伦贝尔,新巴尔虎左旗,新左旗,内蒙古拼音neimenggu，呼伦贝尔市拼音hulunbeiershi，呼伦贝尔拼音hulunbeier，新巴尔虎左旗拼音xinbaerhuzuoji，新左旗拼音xinzuoqi,neimenggu,hulunbeiershi,hulunbeier,xinbaerhuzuoji,xinzuoqi,内蒙古自治区,内蒙古,呼伦贝尔市,呼伦贝尔,hulunbeiershi,Hulunbuir,Inner Mongolia
inner mongolia,inner mongolia,jalainur district,inner mongolia指内蒙古。jalainur district指内蒙古呼伦贝尔的扎赉诺尔区，所属地级行政是呼伦贝尔市，全称呼伦贝尔市，简称呼伦贝尔。扎赉诺尔区全称扎赉诺尔区，简称扎赉诺尔,内蒙古,呼伦贝尔市,呼伦贝尔,扎赉诺尔区,扎赉诺尔,内蒙古拼音neimenggu，呼伦贝尔市拼音hulunbeiershi，呼伦贝尔拼音hulunbeier，扎赉诺尔区拼音zhalainuoerqu，扎赉诺尔拼音zhalainuoer,neimenggu,hulunbeiershi,hulunbeier,zhalainuoerqu,zhalainuoer,内蒙古自治区,内蒙古,呼伦贝尔市,呼伦贝尔,hulunbeiershi,Hulunbuir,Inner Mongolia
guangdong,guangdong,puning,guangdong指广东。puning指广东揭阳的普宁市，普宁市是县级市，所属地级行政区是揭阳市，全称揭阳市，简称揭阳。普宁市全称普宁市，简称普宁，填充到区,广东,揭阳市,揭阳,普宁市,普宁,广东拼音guangdong，揭阳市拼音jieyangshi，揭阳拼音jieyang，普宁市拼音puningshi，普宁拼音puning,guangdong,jieyangshi,jieyang,puningshi,puning,广东省,广东,揭阳市,揭阳,jieyangshi,Jieyang,Guangdong
shandong,shandong,jinan,shandong指山东。jinan指山东的济南市，济南市是地级行政区，全称济南市，简称济南。输入没有提供地区名，填充为null。,山东,济南市,济南,null,null,山东拼音shandong，济南市拼音jinanshi，济南拼音jinan，null非中文返回null，null非中文返回null,shandong,jinanshi,jinan,null,null,山东省,山东,济南市,济南,jinanshi,Jinan,Shandong
hubei,hubei,tianmen,hubei指湖北。tianmen指湖北的天门市，天门市是县级市，所属地级行政区是荆门市，全称荆门市，简称荆门。天门市全称天门市，简称天门，填充到区。,湖北,荆门市,荆门,天门市,天门,湖北拼音hubei，荆门市拼音jingmenshi，荆门拼音jingmen，天门市拼音tianmenshi，天门拼音tianmen,hubei,jingmenshi,jingmen,tianmenshi,tianmen,湖北省,湖北,荆门市,荆门,jingmenshi,Jingmen,Hubei
zhejiang,zhejiang,lanxi,zhejiang指浙江。lanxi指浙江金华的兰溪市，兰溪市是县级市，所属地级行政区是金华市，全称金华市，简称金华。兰溪市全称兰溪市，简称兰溪，填充到区,浙江,金华市,金华,兰溪市,兰溪,浙江拼音zhejiang，金华市拼音jinhuashi，金华拼音jinhua，兰溪市拼音lanxishi，兰溪拼音lanxi,zhejiang,jinhuashi,jinhua,lanxishi,lanxi,浙江省,浙江,金华市,金华,jinhuashi,Jinhua,Zhejiang
zhejiang,zhejiang,pan an county,zhejiang指浙江。pan an county指浙江的磐安县，磐安县所属地级行政区是金华市，全称金华市，简称金华。磐安县的全称是磐安县，简称磐安，填充到区。,浙江,金华市,金华,磐安县,磐安,浙江拼音zhejiang，金华市拼音jinhuashi，金华拼音jinhua，磐安县拼音pananxian，磐安拼音panan,zhejiang,jinhuashi,jinhua,pananxian,panan,浙江省,浙江,金华市,金华,jinhuashi,Jinhua,Zhejiang
shanxi,shanxi,jiexiu,shanxi指山西。jiexiu指山西的介休市，介休市是县级市，所属地级行政区是晋中市，全称晋中市，简称晋中。介休市的全称是介休市，简称介休，填充到区。,山西,晋中市,晋中,介休市,介休,山西拼音shanxi，晋中市拼音jinzhongshi，晋中拼音jinzhong，介休市拼音jiexiushi，介休拼音jiexiu,shanxi,jinzhongshi,jinzhong,jiexiushi,jiexiu,山西省,山西,晋中市,晋中,jinzhongshi,Jinzhong,Shanxi
liaoning,liaoning,jinzhou district,liaoning指辽宁。jinzhou district指辽宁锦州的锦州经济技术开发区，全称锦州经济技术开发区，简称锦州开发区。锦州经济技术开发区属于锦州市，全称锦州市，简称锦州,辽宁,锦州市,锦州,锦州经济技术开发区,锦州开发区,辽宁拼音liaoning，锦州市拼音jinzhoushi，锦州拼音jinzhou，锦州经济技术开发区拼音jinzhoujingjijishukaifaqu，锦州开发区拼音jinzhoukaifaqu,liaoning,jinzhoushi,jinzhou,jinzhoujingjijishukaifaqu,jinzhoukaifaqu,辽宁省,辽宁,锦州市,锦州,jinzhoushi,Jinzhou,Liaoning
gansu,gansu,aksay kazakzu aut county,gansu指甘肃。aksay kazakzu aut county指甘肃酒泉的阿克塞哈萨克族自治县，阿克塞哈萨克族自治县是县级行政区，所属地级行政区是酒泉市，全称酒泉市，简称酒泉。阿克塞哈萨克族自治县全称阿克塞哈萨克族自治县，简称阿克塞，填充到区,甘肃,酒泉市,酒泉,阿克塞哈萨克族自治县,阿克塞,甘肃拼音gansu，酒泉市拼音jiuquanshi，酒泉拼音jiuquan，阿克塞哈萨克族自治县拼音akesaihasakezuzizhixian，阿克塞拼音akesai,gansu,jiuquanshi,jiuquan,akesaihasakezuzizhixian,akesai,甘肃省,甘肃,酒泉市,酒泉,jiuquanshi,Jiuquan,Gansu
gansu,gansu,jiuquan,gansu指甘肃。jiuquan指甘肃的酒泉市，酒泉市是地级行政区，全称酒泉市，简称酒泉。输入没有提供地区名，填充为null。,甘肃,酒泉市,酒泉,null,null,甘肃拼音gansu，酒泉市拼音jiuquanshi，酒泉拼音jiuquan，null非中文返回null，null非中文返回null,gansu,jiuquanshi,jiuquan,null,null,甘肃省,甘肃,酒泉市,酒泉,jiuquanshi,Jiuquan,Gansu
xinjiang,xinjiang uygur,yengisar,xinjiang uygur指新疆维吾尔自治区。yengisar指新疆喀什地区的英吉沙县，英吉沙县是县级行政区，所属地级行政区是喀什地区，全称喀什地区，简称喀什。英吉沙县全称英吉沙县，简称英吉沙，填充到区,新疆维吾尔自治区,喀什地区,喀什,英吉沙县,英吉沙,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，喀什地区拼音kashidiqu，喀什拼音kashi，英吉沙县拼音yingjishaxian，英吉沙拼音yingjisha,xinjiangweiwuerzizhiqu,kashidiqu,kashi,yingjishaxian,yingjisha,新疆维吾尔自治区,新疆,喀什地区,喀什,kashidiqu,Kashgar,Xinjiang
xinjiang,xinjiang uygur,taxkorgan,xinjiang uygur指新疆维吾尔自治区。taxkorgan指新疆维吾尔自治区的塔什库尔干塔吉克自治县，所属地级行政区是喀什地区，全称喀什地区，简称喀什。塔什库尔干塔吉克自治县，简称塔县，填充到区。,新疆维吾尔自治区,喀什地区,喀什,塔什库尔干塔吉克自治县,塔县,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，喀什地区拼音kashidiqu，喀什拼音kashi，塔什库尔干塔吉克自治县拼音tashikuergan tajikezizhixian，塔县拼音taxian,xinjiangweiwuerzizhiqu,kashidiqu,kashi,tashikuergan tajikezizhixian,taxian,新疆维吾尔自治区,新疆,喀什地区,喀什,kashidiqu,Kashgar,Xinjiang
xinjiang,xinjiang uygur,akto town,xinjiang uygur指新疆。akto town指新疆的阿克陶县，阿克陶县所属地级行政区是克孜勒苏柯尔克孜自治州，全称克孜勒苏柯尔克孜自治州，简称克孜勒苏。阿克陶县全称阿克陶县，简称阿克陶，填充到区。,新疆,克孜勒苏柯尔克孜自治州,克孜勒苏,阿克陶县,阿克陶,新疆拼音xinjiang，克孜勒苏柯尔克孜自治州拼音kezilesukeerkezi zizhizhou，克孜勒苏拼音kezilesu，阿克陶县拼音aketao xian，阿克陶拼音aketao,xinjiang,kezilesukeerkezi zizhizhou,kezilesu,aketao xian,aketao,新疆维吾尔自治区,新疆,克孜勒苏柯尔克孜自治州,克孜勒苏,kezilesukeerkezizizhizhou,Kizilsu,Xinjiang
yunnan,yunnan,xishan district,yunnan指云南。xishan district指云南昆明的西山区，所属地级行政是昆明市，全称昆明市，简称昆明。西山区全称西山区，简称西山,云南,昆明市,昆明,西山区,西山,云南拼音yunnan，昆明市拼音kunmingshi，昆明拼音kunming，西山区拼音xishanqu，西山拼音xishan,yunnan,kunmingshi,kunming,xishanqu,xishan,云南省,云南,昆明市,昆明,kunmingshi,Kunming,Yunnan
yunnan,yunnan,panlong district,yunnan指云南。panlong district指云南昆明的盘龙区，所属地级行政是昆明市，全称昆明市，简称昆明。盘龙区全称盘龙区，简称盘龙,云南,昆明市,昆明,盘龙区,盘龙,云南拼音yunnan，昆明市拼音kunmingshi，昆明拼音kunming，盘龙区拼音panlongqu，盘龙拼音panlong,yunnan,kunmingshi,kunming,panlongqu,panlong,云南省,云南,昆明市,昆明,kunmingshi,Kunming,Yunnan
hebei,hebei,langfang,hebei指河北。langfang指河北的廊坊市，全称廊坊市，简称廊坊。,河北,廊坊市,廊坊,null,null,河北拼音hebei，廊坊市拼音langfangshi，廊坊拼音langfang，null非中文返回null，null非中文返回null,hebei,langfangshi,langfang,null,null,河北省,河北,廊坊市,廊坊,langfangshi,Langfang,Hebei
gansu,gansu,lanzhou,gansu指甘肃。lanzhou指甘肃的兰州市，兰州市是地级行政区，全称兰州市，简称兰州。输入没有提供地区名，填充为null。,甘肃,兰州市,兰州,null,null,甘肃拼音gansu，兰州市拼音lanzhoushi，兰州拼音lanzhou，null非中文返回null，null非中文返回null,gansu,lanzhoushi,lanzhou,null,null,甘肃省,甘肃,兰州市,兰州,lanzhoushi,Lanzhou,Gansu
gansu,gansu,chengguan district,gansu指甘肃。chengguan district指甘肃兰州的城关区，所属地级行政是兰州市，全称兰州市，简称兰州。城关区全称城关区，简称城关,甘肃,兰州市,兰州,城关区,城关,甘肃拼音gansu，兰州市拼音lanzhoushi，兰州拼音lanzhou，城关区拼音chengguanqu，城关拼音chengguan,gansu,lanzhoushi,lanzhou,chengguanqu,chengguan,甘肃省,甘肃,兰州市,兰州,lanzhoushi,Lanzhou,Gansu
sichuan,sichuan,leshan,sichuan指四川。leshan指四川的乐山市，乐山市是地级行政区，全称乐山市，简称乐山。输入没有提供地区名，填充为null,四川,乐山市,乐山,null,null,四川拼音sichuan，乐山市拼音leshan shi，乐山拼音leshan，null非中文返回null，null非中文返回null,sichuan,leshan shi,leshan,null,null,四川省,四川,乐山市,乐山,leshanshi,Leshan,Sichuan
sichuan,sichuan,xichang,sichuan指四川。xichang指四川凉山彝族自治州的西昌市，所属地级行政区是凉山彝族自治州，全称凉山彝族自治州，简称凉山。西昌市全称西昌市，简称西昌，填充到区。,四川,凉山彝族自治州,凉山,西昌市,西昌,四川拼音sichuan，凉山彝族自治州拼音liangshanyizuzizhizhou，凉山拼音liangshan，西昌市拼音xichangshi，西昌拼音xichang,sichuan,liangshanyizuzizhizhou,liangshan,xichangshi,xichang,四川省,四川,凉山彝族自治州,凉山,liangshanyizuzizhizhou,Liangshan,Sichuan
jiangsu,jiangsu,haizhou,jiangsu指江苏。haizhou指江苏的连云港市海州区，所属地级行政是连云港市，全称连云港市，简称连云港。海州区全称海州区，简称海州,江苏,连云港市,连云港,海州区,海州,江苏拼音jiangs u，连云港市拼音lianyungangshi，连云港拼音lianyungang，海州区拼音haizhouqu，海州拼音haizhou,jiangs u,lianyungangshi,lianyungang,haizhouqu,haizhou,江苏省,江苏,连云港市,连云港,lianyungangshi,Lianyungang,Jiangsu
shāndōng,shandong,shen county,shandong指山东。shen county指山东的莘县，莘县是县级行政区，所属地级行政区是聊城市，全称聊城市，简称聊城。莘县全称莘县，简称莘,山东,聊城市,聊城,莘县,莘,山东拼音shāndōng，聊城市拼音liaochengshi，聊城拼音liaocheng，莘县拼音xinxian，莘拼音xin,shāndōng,liaochengshi,liaocheng,xinxian,xin,山东省,山东,聊城市,聊城,liaochengshi,Liaocheng,Shandong
gansu,gansu,linxia,gansu指甘肃。linxia指甘肃的临夏回族自治州，全称临夏回族自治州，简称临夏。输入没有提供地区名，填充为null。,甘肃,临夏回族自治州,临夏,null,null,甘肃拼音gansu，临夏回族自治州拼音linxiahuizuzizhizhou，临夏拼音linxia，null非中文返回null，null非中文返回null,gansu,linxiahuizuzizhizhou,linxia,null,null,甘肃省,甘肃,临夏回族自治州,临夏,linxiahuizuzizhizhou,Linxia,Gansu
shandong,shandong,feixian county,shandong指山东。feixian county指山东临沂的费县，费县是县级行政区，所属地级行政区是临沂市，全称临沂市，简称临沂。费县全称费县，简称费，填充到区。,山东,临沂市,临沂,费县,费,山东拼音shandong，临沂市拼音linyishi，临沂拼音linyi，费县拼音feixian，费拼音fei,shandong,linyishi,linyi,feixian,fei,山东省,山东,临沂市,临沂,linyishi,Linyi,Shandong
shandong,shandong,linyi,shandong指山东。linyi指山东的临沂市，临沂市是地级行政区，全称临沂市，简称临沂。输入没有提供地区名，填充为null。,山东,临沂市,临沂,null,null,山东拼音shandong，临沂市拼音linyishi，临沂拼音linyi，null非中文返回null，null非中文返回null,shandong,linyishi,linyi,null,null,山东省,山东,临沂市,临沂,linyishi,Linyi,Shandong
gansu,gansu,wudu district,gansu指甘肃。wudu district指甘肃陇南的武都区，所属地级行政是陇南市，全称陇南市，简称陇南。武都区全称武都区，简称武都,甘肃,陇南市,陇南,武都区,武都,甘肃拼音gansu，陇南市拼音longnanshi，陇南拼音longnan，武都区拼音wuduqu，武都拼音wudu,gansu,longnanshi,longnan,wuduqu,wudu,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu
henan,henan,luolong district,henan指河南。luolong district指河南洛阳的洛龙区，所属地级行政是洛阳市，全称洛阳市，简称洛阳。洛龙区全称洛龙区，简称洛龙,河南,洛阳市,洛阳,洛龙区,洛龙,河南拼音henan，洛阳市拼音luoyangshi，洛阳拼音luoyang，洛龙区拼音luolongqu，洛龙拼音luolong,henan,luoyangshi,luoyang,luolongqu,luolong,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan
henan,henan,luanchuan county,henan指河南。luanchuan county指河南洛阳的栾川县，所属地级行政区是洛阳市，全称洛阳市，简称洛阳。栾川县全称栾川县，简称栾川，填充到区。,河南,洛阳市,洛阳,栾川县,栾川,河南拼音henan，洛阳市拼音luoyangshi，洛阳拼音luoyang，栾川县拼音luanchuanxian，栾川拼音luanchuan,henan,luoyangshi,luoyang,luanchuanxian,luanchuan,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan
henan,henan,luoning county,henan指河南。luoning county指河南的洛宁县，洛宁县是县级行政区，所属地级行政区是洛阳市，全称洛阳市，简称洛阳。洛宁县的全称是洛宁县，简称洛宁，填充到区。,河南,洛阳市,洛阳,洛宁县,洛宁,河南拼音henan，洛阳市拼音luoyangshi，洛阳拼音luoyang，洛宁县拼音luoningxian，洛宁拼音luoning,henan,luoyangshi,luoyang,luoningxian,luoning,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan
henan,henan,yichuan,henan指河南。yichuan指河南的伊川县，伊川县所属地级行政区是洛阳市，全称洛阳市，简称洛阳。伊川县全称伊川县，简称伊川，填充到区。,河南,洛阳市,洛阳,伊川县,伊川,河南拼音henan，洛阳市拼音luoyangshi，洛阳拼音luoyang，伊川县拼音yichuanxian，伊川拼音yichuan,henan,luoyangshi,luoyang,yichuanxian,yichuan,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan
shanxi,shanxi,lishi district,shanxi指山西。lishi district指山西吕梁的离石区，所属地级行政是吕梁市，全称吕梁市，简称吕梁。离石区全称离石区，简称离石,山西,吕梁市,吕梁,离石区,离石,山西拼音shanxi，吕梁市拼音lvliangshi，吕梁拼音lvliang，离石区拼音lishiqu，离石拼音lishi,shanxi,lvliangshi,lvliang,lishiqu,lishi,山西省,山西,吕梁市,吕梁,lvliangshi,Luliang,Shanxi
jiangxi,jiangxi,nanchang,jiangxi指江西。nanchang指江西的南昌市，全称南昌市，简称南昌。输入没有提供地区名，填充为null。,江西,南昌市,南昌,null,null,江西拼音jiangxi，南昌市拼音nanchangshi，南昌拼音nanchang，null非中文返回null，null非中文返回null,jiangxi,nanchangshi,nanchang,null,null,江西省,江西,南昌市,南昌,nanchangshi,Nanchang,Jiangxi
