province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
inner mongolia,inner mongolia,ejin horo banner,inner mongolia指内蒙古自治区，无需修改。ejin horo banner指内蒙古鄂尔多斯的伊金霍洛旗，所属地级行政是鄂尔多斯市，全称鄂尔多斯市，简称鄂尔多斯。伊金霍洛旗全称伊金霍洛旗，简称伊金霍洛,内蒙古自治区,鄂尔多斯市,鄂尔多斯,伊金霍洛旗,伊金霍洛,内蒙古自治区拼音neimengguzizhiqu，鄂尔多斯市拼音eerduosishi，鄂尔多斯拼音eerduosi，伊金霍洛旗拼音yijinhuoluoqi，伊金霍洛拼音yijinhuoluo,neimengguzizhiqu,eerduosishi,eerduosi,yijinhuoluoqi,yijinhuoluo,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
inner mongolia,inner mongolia,kangbashi district,inner mongolia指内蒙古自治区，无需修改。kangbashi district指内蒙古自治区鄂尔多斯市的康巴什区，鄂尔多斯市是地级行政区，全称鄂尔多斯市，简称鄂尔多斯。康巴什区的全称是康巴什区，简称康巴什，填充到区。,内蒙古自治区,鄂尔多斯市,鄂尔多斯,康巴什区,康巴什,内蒙古自治区拼音neimengguzizhiqu，鄂尔多斯市拼音eerduosishi，鄂尔多斯拼音eerduosi，康巴什区拼音kangbashiqu，康巴什拼音kangbashi,neimengguzizhiqu,eerduosishi,eerduosi,kangbashiqu,kangbashi,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
inner mongolia,inner mongolia,hanggin houqi,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。hanggin houqi指内蒙古的杭锦旗，所属地级行政区是鄂尔多斯市，全称鄂尔多斯市，简称鄂尔多斯。杭锦旗全称杭锦旗，简称杭锦,内蒙古自治区,鄂尔多斯市,鄂尔多斯,杭锦旗,杭锦,,neimenggu zizhiqu,eerduosishi,eerduosi,hangjinqi,hangjin,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
inner mongolia,inner mongolia,dalad qi,inner mongolia指内蒙古自治区，无需修改。dalad qi指内蒙古自治区的达拉特旗，所属地级行政区是鄂尔多斯市，全称鄂尔多斯市，简称鄂尔多斯。达拉特旗全称达拉特旗，简称达拉特,内蒙古自治区,鄂尔多斯市,鄂尔多斯,达拉特旗,达拉特,,neimengguzizhiqu,eerduosishi,eerduosi,dalateqi,dalate,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
inner mongolia,inner mongolia,otog banner,inner mongolia指内蒙古自治区，无需修改。otog banner指内蒙古鄂尔多斯的鄂托克旗，所属地级行政区是鄂尔多斯市，全称鄂尔多斯市，简称鄂尔多斯。鄂托克旗全称鄂托克旗，简称鄂旗,内蒙古自治区,鄂尔多斯市,鄂尔多斯,鄂托克旗,鄂旗,,neimengguzizhiqu,eerduosishi,eerduosi,etuokeqi,etuoke,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
inner mongolia,inner mongolia,uxin qi,inner mongolia指内蒙古自治区，无需修改。uxin qi可能是指内蒙古自治区的乌审旗，乌审旗是县级行政区，所属地级行政区是鄂尔多斯市，全称鄂尔多斯市，简称鄂尔多斯。乌审旗全称乌审旗，简称乌审，填充到区。,内蒙古自治区,鄂尔多斯市,鄂尔多斯,乌审旗,乌审,,neimengguzizhiqu,eerduosishi,eerduosi,wushenqi,wushen,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
inner mongolia,inner mongolia,otog qianqi,inner mongolia指内蒙古自治区，无需修改。otog qianqi可能是指内蒙古自治区的鄂托克前旗，鄂托克前旗是县级行政区，所属地级行政区是鄂尔多斯市，全称鄂尔多斯市，简称鄂尔多斯。鄂托克前旗全称鄂托克前旗，简称鄂托克前，填充到区。,内蒙古自治区,鄂尔多斯市,鄂尔多斯,鄂托克前旗,鄂托克前,,neimengguzizhiqu,eerduosishi,eerduosi,etuokeqianqi,etuokeqian,内蒙古自治区,内蒙古,鄂尔多斯市,鄂尔多斯,eerduosishi,Ordos,Inner Mongolia
hubei,hubei,enshi city,hubei指湖北，无需修改。enshi city指湖北的恩施土家族苗族自治州，全称恩施土家族苗族自治州，简称恩施。输入没有提供具体区名，填充为null。,湖北,恩施土家族苗族自治州,恩施,null,null,湖北拼音hubei，恩施土家族苗族自治州拼音enshitujiazumiaozuzizhizhou，恩施拼音enshi，null非中文返回null，null非中文返回null,hubei,enshitujiazumiaozuzizhizhou,enshi,null,null,湖北省,湖北,恩施土家族苗族自治州,恩施,enshitujiazumiaozuzizhizhou,Enshi,Hubei
liaoning,liaoning,xinbin manzu aut county,liaoning指辽宁，无需修改。xinbin manzu aut county指辽宁的新宾满族自治县，新宾满族自治县是县级市，所属地级行政区是抚顺市，全称抚顺市，简称抚顺。新宾满族自治县全称新宾满族自治县，简称新宾，填充到区。,辽宁,抚顺市,抚顺,新宾满族自治县,新宾,,liaoning,fushunshi,fushun,xinbin manzu zizhixian,xinbin,辽宁省,辽宁,抚顺市,抚顺,fushunshi,Fushun,Liaoning
liaoning,liaoning,xinbin manchu autonomous county,liaoning指辽宁，无需修改。xinbin manchu autonomous county指辽宁的新宾满族自治县，新宾满族自治县是县级市，所属地级行政区是抚顺市，全称抚顺市，简称抚顺。新宾满族自治县全称新宾满族自治县，简称新宾，填充到区。,辽宁,抚顺市,抚顺,新宾满族自治县,新宾,,liaoning,fushunshi,fushun,xinbin manzu zizhixian,xinbin,辽宁省,辽宁,抚顺市,抚顺,fushunshi,Fushun,Liaoning
liaoning,liaoning,fuxin mongolzu aut county,liaoning指辽宁，无需修改。fuxin mongolzu aut county指辽宁阜新市的阜新蒙古族自治县，所属地级行政区是阜新市，全称阜新市，简称阜新。阜新蒙古族自治县全称阜新蒙古族自治县，简称阜新蒙古族自治县，简化简称阜新蒙古族，再简化为阜新蒙，填充到区。,辽宁,阜新市,阜新,阜新蒙古族自治县,阜新蒙,,liao ning,fu xin shi,fu xin,fu xin meng gu zu zi zhi xian,fu xin meng,辽宁省,辽宁,阜新市,阜新,fuxinshi,Fuxin,Liaoning
jiangxi,jiangxi,le an county,jiangxi指江西，无需修改。le an county指江西抚州市的乐安县，所属地级行政是抚州市，全称抚州市，简称抚州。乐安县全称乐安县，简称乐安,江西,抚州市,抚州,乐安县,乐安,江西拼音jiangxi，抚州市拼音fuzhoushi，抚州拼音fuzhou，乐安县拼音leanxian，乐安拼音lean,jiangxi,fuzhoushi,fuzhou,leanxian,lean,福建省,福建,福州市,福州,fuzhoushi,Fuzhou,Fujian
fujian,fujian,gulou district,fujian指福建，无需修改。gulou district指福建福州的鼓楼区，所属地级行政是福州市，全称福州市，简称福州。鼓楼区全称鼓楼区，简称鼓楼,福建,福州市,福州,鼓楼区,鼓楼,,fujian,fuzhoushi,fuzhou,gulouqu,gulou,福建省,福建,福州市,福州,fuzhoushi,Fuzhou,Fujian
jiangxi,jiangxi,le an county,jiangxi指江西，无需修改。le an county指江西抚州市的乐安县，所属地级行政是抚州市，全称抚州市，简称抚州。乐安县全称乐安县，简称乐安,江西,抚州市,抚州,乐安县,乐安,江西拼音jiangxi，抚州市拼音fuzhoushi，抚州拼音fuzhou，乐安县拼音leanxian，乐安拼音lean,jiangxi,fuzhoushi,fuzhou,leanxian,lean,江西省,江西,抚州市,抚州,fuzhoushi,Fuzhou,Jiangxi
fujian,fujian,gulou district,fujian指福建，无需修改。gulou district指福建福州的鼓楼区，所属地级行政是福州市，全称福州市，简称福州。鼓楼区全称鼓楼区，简称鼓楼,福建,福州市,福州,鼓楼区,鼓楼,,fujian,fuzhoushi,fuzhou,gulouqu,gulou,江西省,江西,抚州市,抚州,fuzhoushi,Fuzhou,Jiangxi
gansu,gansu,bairi tibetan autonomous county,gansu指甘肃，无需修改。bairi tibetan autonomous county指甘肃的迭部县，迭部县是县级行政区，所属地级行政区是甘南藏族自治州，全称甘南藏族自治州，简称甘南。迭部县全称迭部县，简称迭部,甘肃,甘南藏族自治州,甘南,迭部县,迭部,,gansu,gannanzhuzizhizhou,gannan,diebuxian,diebu,甘肃省,甘肃,甘南藏族自治州,甘南,gannancangzuzizhizhou,Gannan,Gansu
sichuan,sichuan,peng an county,sichuan指四川，无需修改。peng an county指四川广安的蓬安县，所属地级行政区是广安市，全称广安市，简称广安。蓬安县全称蓬安县，简称蓬安,四川,广安市,广安,蓬安县,蓬安,,sichuan,guangan shi,guangan,peng anxian,peng an,四川省,四川,广安市,广安,guanganshi,Guangan,Sichuan
sichuan,sichuan,peng an county,sichuan指四川，无需修改。peng an county指四川广安的蓬安县，所属地级行政区是广安市，全称广安市，简称广安。蓬安县全称蓬安县，简称蓬安,四川,广安市,广安,蓬安县,蓬安,,sichuan,guangan shi,guangan,peng anxian,peng an,四川省,四川,广安市,广安,guanganshi,Guang'an,Sichuan
guangdong,guangdong,guangzhou,guangdong指广东，无需修改。guangzhou指广东的广州市，广州市是地级行政区，全称广州市，简称广州。输入没有提供地区名，填充为null。,广东,广州市,广州,null,null,,guangdong,guangzhoushi,guangzhou,null,null,广东省,广东,广州市,广州,guangzhoushi,Guangzhou,Guangdong
guangdong,guangdong,shahe town,guangdong指广东，无需修改。shahe town指广东广州市白云区的沙河镇，所属地级行政区是广州市，全称广州市，简称广州。沙河镇所在的白云区全称白云区，简称白云，填充到区。,广东,广州市,广州,白云区,白云,,guangdong,guangzhoushi,guangzhou,baiyunqu,baiyun,广东省,广东,广州市,广州,guangzhoushi,Guangzhou,Guangdong
guangxi,guangxi zhuang,pinggui district,guangxi zhuang指广西壮族自治区，全称广西壮族自治区，简称广西。pinggui district指广西贵港市的平桂区，贵港市全称贵港市，简称贵港。平桂区全称平桂区，简称平桂,广西,贵港市,贵港,平桂区,平桂,,guangxi,guigangshi,guigang,pingguiqu,pinggui,广西省,广西,贵港市,贵港,guigangshi,Guigang,Guangxi
guangxi,guangxi zhuang,rong county,guangxi zhuang应改为guangxi zhuangzu zizhiqu指广西壮族自治区，无需修改。rong county指广西桂林市的容县，所属地级行政是桂林市，全称桂林市，简称桂林。容县全称容县，简称容县,广西壮族自治区,桂林市,桂林,容县,容县,,guangxizhuangzuzizhiqu,guilinshi,guilin,rongxian,rongxian,广西省,广西,桂林市,桂林,guilinshi,Guilin,Guangxi
guangxi,guangxi zhuang,longsheng various nationalities autonomo,guangxi zhuang指广西壮族自治区，全称广西壮族自治区，简称广西。longsheng various nationalities autonomo指广西的龙胜各族自治县，所属地级行政区是桂林市，全称桂林市，简称桂林。龙胜各族自治县全称龙胜各族自治县，简称龙胜，填充到区。,广西壮族自治区,桂林市,桂林,龙胜各族自治县,龙胜,,guangxi zhuangzu zizhiqu,guilinshi,guilin,longsheng gezu zizhi xian,longsheng,广西省,广西,桂林市,桂林,guilinshi,Guilin,Guangxi
heilongjiang,heilongjiang,acheng,heilongjiang指黑龙江，无需修改。acheng指黑龙江的阿城市，阿城市是县级市，所属地级行政区是哈尔滨市，全称哈尔滨市，简称哈尔滨。阿城市全称阿城市，简称阿城，填充到区。,黑龙江,哈尔滨市,哈尔滨,阿城市,阿城,黑龙江拼音heilongjiang，哈尔滨市拼音haerbinshi，哈尔滨拼音haerbin，阿城市拼音achengshi，阿城拼音acheng,heilongjiang,haerbinshi,haerbin,achengshi,acheng,黑龙江省,黑龙江,哈尔滨市,哈尔滨,haerbinshi,Harbin,Heilongjiang
heilongjiang,heilongjiang,yilan town,heilongjiang指黑龙江，无需修改。yilan town指黑龙江哈尔滨市的依兰县的依兰镇，所属地级行政是哈尔滨市，全称哈尔滨市，简称哈尔滨。依兰县全称依兰县，简称依兰，填充到区。,黑龙江,哈尔滨市,哈尔滨,依兰县,依兰,,heilongjiang,haerbinshi,haerbin,yilanxian,yilan,黑龙江省,黑龙江,哈尔滨市,哈尔滨,haerbinshi,Harbin,Heilongjiang
heilongjiang,heilongjiang,nangang district,heilongjiang指黑龙江，无需修改。nangang district指黑龙江省哈尔滨市的南岗区，所属地级行政区是哈尔滨市，全称哈尔滨市，简称哈尔滨。南岗区全称南岗区，简称南岗,黑龙江,哈尔滨市,哈尔滨,南岗区,南岗,,heilongjiang,haerbinshi,haerbin,nangangqu,nangang,黑龙江省,黑龙江,哈尔滨市,哈尔滨,haerbinshi,Harbin,Heilongjiang
qinghai,qinghai,minhe huizu tuzu aut county,qinghai指青海，无需修改。minhe huizu tuzu aut county指青海的民和回族土族自治县，民和回族土族自治县所属地级行政区是海东市，全称海东市，简称海东。民和回族土族自治县全称民和回族土族自治县，简称民和,青海,海东市,海东,民和回族土族自治县,民和,,qinghai,haidong shi,haidong,minhe huizu tuzu zizhixian,minhe,青海省,青海,海东市,海东,haidongshi,Haidong,Qinghai
qinghai,qinghai,huzhu tu autonomous county,qinghai指青海，无需修改。huzhu tu autonomous county指青海海东的互助土族自治县，所属地级行政区是海东市，全称海东市，简称海东。互助土族自治县全称互助土族自治县，简称互助,青海,海东市,海东,互助土族自治县,互助,,qing hai,hai dong shi,hai dong,hu zhu tu zu zi zhi xian,hu zhu,青海省,青海,海东市,海东,haidongshi,Haidong,Qinghai
qinghai,qinghai,xunhua salarzu aut county,qinghai指青海省，全称青海省，简称青海。xunhua salarzu aut county指青海的循化撒拉族自治县，所属地级行政是海东市，全称海东市，简称海东。循化撒拉族自治县全称循化撒拉族自治县，简称循化,青海,海东市,海东,循化撒拉族自治县,循化,,qinghai,haidongshi,haidong,xunhuasalazuziqixian,xunhua,青海省,青海,海东市,海东,haidongshi,Haidong,Qinghai
hainan,hainan,ding an county,hainan指海南，无需修改。ding an county指海南的定安县，定安县是县级行政单位，所属地级行政区是定安县隶属的地级市，海南只有四个地级市，定安县隶属于省直辖，这里暂将地级市视为海口，全称海口市，简称海口。定安县全称定安县，简称定安，填充到区。,海南,海口市,海口,定安县,定安,海南拼音hainan，海口市拼音haikoushi，海口拼音haikou，定安县拼音dinganxian，定安拼音dingan,hainan,haikoushi,haikou,dinganxian,dingan,海南省,海南,海口市,海口,haikoushi,Haikou,Hainan
hainan,hainan,ding an,hainan指海南，无需修改。ding an指海南的定安县，定安县是县级行政区，所属地级行政区是定安县隶属的地级行政区（可通过查询等方式得知为省直辖县级行政单位，对应地级行政区概念可理解为海南省），全称海南省，简称海南。定安县全称定安县，简称定安,海南,海南省,海南,定安县,定安,,hai nan,hai nan sheng,hai nan,ding an xian,ding an,青海省,青海,海南藏族自治州,海南,hainancangzuzizhizhou,Hainan,Qinghai
qinghai,qinghai,qabqa,qinghai指青海，无需修改。qabqa指青海的恰卜恰镇，恰卜恰镇隶属海南藏族自治州共和县，共和县所属地级行政区是海南藏族自治州，全称海南藏族自治州，简称海南。恰卜恰镇所在的共和县全称共和县，简称共和，填充到区。,青海,海南藏族自治州,海南,共和县,共和,,qinghai,hainanzangzuzizhizhou,hainan,gonghexian,gonghe,青海省,青海,海南藏族自治州,海南,hainancangzuzizhizhou,Hainan,Qinghai
xinjiang,xinjiang uygur,barkol,xinjiang uygur指新疆维吾尔自治区，无需修改。barkol指新疆维吾尔自治区的巴里坤哈萨克自治县，所属地级行政区是哈密市，全称哈密市，简称哈密。巴里坤哈萨克自治县全称巴里坤哈萨克自治县，简称巴里坤,新疆维吾尔自治区,哈密市,哈密,巴里坤哈萨克自治县,巴里坤,,xinjiangweiwuerzizhiqu,hamishi,hami,balikunkazakhzizhixian,balikun,新疆维吾尔自治区,新疆,哈密地区,哈密,hamidiqu,Hami,Xinjiang
xinjiangweiwu'erzizhiqu,xinjiang uygur,yiwu,xinjiang uygur指新疆维吾尔自治区，全称新疆维吾尔自治区，简称新疆。yiwu指新疆的伊吾县，伊吾县是县级市，所属地级行政区是哈密市，全称哈密市，简称哈密。伊吾县全称伊吾县，简称伊吾,新疆维吾尔自治区,哈密市,哈密,伊吾县,伊吾,,xinjiang weiwu'er zizhiqu,hamishi,hami,yiwuxian,yiwu,新疆维吾尔自治区,新疆,哈密地区,哈密,hamidiqu,Hami,Xinjiang
hebei,hebei,xiangdu district,hebei指河北，无需修改。xiangdu district指河北邯郸市的涉县，涉县是县级行政单位，所属地级行政区是邯郸市，全称邯郸市，简称邯郸。涉县全称涉县，简称涉县，填充到区。,河北,邯郸市,邯郸,涉县,涉县,河北拼音hebei，邯郸市拼音handanshi，邯郸拼音handan，涉县拼音shexian，涉县拼音shexian,hebei,handanshi,handan,shexian,shexian,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
hebei,hebei,fengfeng mining district,hebei指河北，全称河北省，简称河北。fengfeng mining district指河北邯郸市的峰峰矿区，邯郸市全称邯郸市，简称邯郸。峰峰矿区全称峰峰矿区，简称峰峰,河北,邯郸市,邯郸,峰峰矿区,峰峰,,hebei,handanshi,handan,fengfeng kuangqu,fengfeng,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
hebei,hebei,daming,hebei指河北，无需修改。daming指河北的大名县，大名县是县级行政区，所属地级行政区是邯郸市，全称邯郸市，简称邯郸。大名县全称大名县，简称大名，填充到区。,河北,邯郸市,邯郸,大名县,大名,,hebei,handanshi,handan,damingxian,daming,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
hebei,hebei,ci county,hebei是指河北，符合格式无需修改。ci county是指河北磁县，磁县是县，所属地级行政区是邯郸市，全称邯郸市，简称邯郸。磁县全称磁县，简称磁，填充到区。,河北,邯郸市,邯郸,磁县,磁,,hebei,handanshi,handan,cixian,ci,河北省,河北,邯郸市,邯郸,handanshi,Handan,Hebei
zhejiang,zhejiang,qiantang district,zhejiang指浙江，无需修改。qiantang district指浙江杭州市的钱塘区，所属地级行政是杭州市，全称杭州市，简称杭州。钱塘区全称钱塘区，简称钱塘,浙江,杭州市,杭州,钱塘区,钱塘,浙江拼音zhejiang，杭州市拼音hangzhoushi，杭州拼音hangzhou，钱塘区拼音qiantangqu，钱塘拼音qiantang,zhejiang,hangzhoushi,hangzhou,qiantangqu,qiantang,浙江省,浙江,杭州市,杭州,hangzhoushi,Hangzhou,Zhejiang
zhejiang,zhejiang,chun an county,zhejiang指浙江，无需修改。chun an county指浙江杭州的淳安县，所属地级行政是杭州市，全称杭州市，简称杭州。淳安县全称淳安县，简称淳安。,浙江,杭州市,杭州,淳安县,淳安,,zhejiang,hangzhoushi,hangzhou,chun'anxian,chun'an,浙江省,浙江,杭州市,杭州,hangzhoushi,Hangzhou,Zhejiang
zhejiangsheng,zhejiang,hangzhou,zhejiang指浙江省，全称浙江省，简称浙江。hangzhou指浙江的杭州市，杭州市是地级行政区，全称杭州市，简称杭州。输入没有提供地区名，填充为null。,浙江省,杭州市,杭州,null,null,,zhejiangsheng,hangzhou shi,hangzhou,null,null,浙江省,浙江,杭州市,杭州,hangzhoushi,Hangzhou,Zhejiang
shanxi,shaanxi,yang county,shaanxi指陕西，无需修改。yang county指陕西的洋县，所属地级行政区是汉中市，全称汉中市，简称汉中。洋县全称洋县，简称洋,陕西,汉中市,汉中,洋县,洋,,shanxi,hanzhongshi,hanzhong,yangxian,yang,陕西省,陕西,汉中市,汉中,hanzhongshi,Hanzhong,Shaanxi
guangxi,guangxi zhuang,bama yaozu aut county,guangxi zhuang指广西壮族自治区，全称应规范为广西壮族自治区，无需修改。bama yaozu aut county指广西壮族自治区河池市的巴马瑶族自治县，所属地级行政是河池市，全称河池市，简称河池。巴马瑶族自治县全称巴马瑶族自治县，简称巴马,广西壮族自治区,河池市,河池,巴马瑶族自治县,巴马,广西壮族自治区拼音guangxizhuangzuzizhiqu，河池市拼音hechishi，河池拼音hechi，巴马瑶族自治县拼音bamayaozuzizhixian，巴马拼音bama,guangxizhuangzuzizhiqu,hechishi,hechi,bamayaozuzizhixian,bama,广西省,广西,河池市,河池,hechishi,Hechi,Guangxi
guangxi,guangxi zhuang,du an yaozu aut county,guangxi zhuang指广西壮族自治区，无需修改。du an yaozu aut county指广西的都安瑶族自治县，所属地级行政区是河池市，全称河池市，简称河池。都安瑶族自治县全称都安瑶族自治县，简称都安，填充到区。,广西壮族自治区,河池市,河池,都安瑶族自治县,都安,广西壮族自治区拼音guangxizhuangzuzizhiqu，河池市拼音hechishi，河池拼音hechi，都安瑶族自治县拼音duanyaozuzizhixian，都安拼音duan,guangxizhuangzuzizhiqu,hechishi,hechi,duanyaozuzizhixian,duan,广西省,广西,河池市,河池,hechishi,Hechi,Guangxi
guangxi,guangxi zhuang,dahua yaozu aut county,guangxi zhuang指广西壮族自治区，无需修改。dahua yaozu aut county指广西河池的大化瑶族自治县，所属地级行政区是河池市，全称河池市，简称河池。大化瑶族自治县全称大化瑶族自治县，简称大化，填充到区。,广西壮族自治区,河池市,河池,大化瑶族自治县,大化,广西壮族自治区拼音guangxizhuangzuzizhiqu，河池市拼音hechishi，河池拼音hechi，大化瑶族自治县拼音dahuayaozuzizhixian，大化拼音dahua,guangxizhuangzuzizhiqu,hechishi,hechi,dahuayaozuzizhixian,dahua,广西省,广西,河池市,河池,hechishi,Hechi,Guangxi
heilongjiang,heilongjiang,sairt district,heilongjiang指黑龙江，无需修改。sairt district指黑龙江黑河市的爱辉区，所属地级行政是黑河市，全称黑河市，简称黑河。爱辉区全称爱辉区，简称爱辉,黑龙江,黑河市,黑河,爱辉区,爱辉,黑龙江拼音heilongjiang，黑河市拼音heiheshi，黑河拼音heihe，爱辉区拼音aihuiqu，爱辉拼音aihui,heilongjiang,heiheshi,heihe,aihuiqu,aihui,黑龙江省,黑龙江,黑河市,黑河,heiheshi,Heihe,Heilongjiang
hebei,hebei,jing county,hebei指河北，无需修改。jing county指河北衡水的景县，所属地级行政区是衡水市，全称衡水市，简称衡水。景县全称景县，简称景,河北,衡水市,衡水,景县,景,,hebei,hengshuishi,hengshui,jingxian,jing,河北省,河北,衡水市,衡水,hengshuishi,Hengshui,Hebei
hunan,hunan,zhengxiang subdistrict,hunan指湖南省，全称湖南省，简称湖南。zhengxiang subdistrict指湖南衡阳市的蒸湘区，所属地级行政是衡阳市，全称衡阳市，简称衡阳。蒸湘区全称蒸湘区，简称蒸湘,湖南,衡阳市,衡阳,蒸湘区,蒸湘,,hunan,hengyangshi,hengyang,zhengxiangqu,zhengxiang,湖南省,湖南,衡阳市,衡阳,hengyangshi,Hengyang,Hunan
shandong,shandong,cao county,shandong指山东，无需修改。cao county指山东菏泽的曹县，所属地级行政区是菏泽市，全称菏泽市，简称菏泽。曹县全称曹县，简称曹,山东,菏泽市,菏泽,曹县,曹,,shandong,hezeshi,heze,caoxian,cao,山东省,山东,菏泽市,菏泽,hezeshi,Heze,Shandong
guangxi,guangxi zhuang,fuchuan yaozu aut county,guangxi zhuang指广西壮族自治区，全称广西壮族自治区，简称广西。fuchuan yaozu aut county指广西壮族自治区贺州市富川瑶族自治县，所属地级行政区是贺州市，全称贺州市，简称贺州。富川瑶族自治县全称富川瑶族自治县，简称富川,广西壮族自治区,贺州市,贺州,富川瑶族自治县,富川,,guangxi zhuangzu zizhiqu,hezhou shi,hezhou,fuchuan yaozu zizhixian,fuchuan,广西省,广西,贺州市,贺州,hezhoushi,Hezhou,Guangxi
yun'nan,yunnan,mile city,yunnan指云南，无需修改。mile city指云南的弥勒市，弥勒市是县级市，所属地级行政区是红河哈尼族彝族自治州，全称红河哈尼族彝族自治州，简称红河。弥勒市全称弥勒市，简称弥勒,云南,红河哈尼族彝族自治州,红河,弥勒市,弥勒,,yun'nan,honghe hani zu yizu zizhizhou,honghe,mile shi,mile,云南省,云南,红河哈尼族彝族自治州,红河,honghehanizuyizuzizhizhou,Honghe,Yunnan
yunnan,yunnan,hekou yaozu aut county,yunnan指云南，全称云南省，简称云南。hekou yaozu aut county指云南河口瑶族自治县，河口瑶族自治县是县级行政区，所属地级行政区是红河哈尼族彝族自治州，红河哈尼族彝族自治州全称红河哈尼族彝族自治州，简称红河。河口瑶族自治县全称河口瑶族自治县，简称河口,云南,红河哈尼族彝族自治州,红河,河口瑶族自治县,河口,,yunnan,honghe hani zu yizu zizhizhou,honghe,hekou yaozu zizhixian,hekou,云南省,云南,红河哈尼族彝族自治州,红河,honghehanizuyizuzizhizhou,Honghe,Yunnan
yunnan,yunnan,jinping aut county,yunnan指云南，无需修改。jinping aut county指云南红河哈尼族彝族自治州的金平苗族瑶族傣族自治县，所属地级行政区是红河哈尼族彝族自治州，全称红河哈尼族彝族自治州，简称红河。金平苗族瑶族傣族自治县全称金平苗族瑶族傣族自治县，简称金平,云南,红河哈尼族彝族自治州,红河,金平苗族瑶族傣族自治县,金平,,yun nan,hong he ha ni zu yi zu zi zhi zhou,hong he,jin ping miao zu yao zu dai zu zi zhi xian,jin ping,云南省,云南,红河哈尼族彝族自治州,红河,honghehanizuyizuzizhizhou,Honghe,Yunnan
yunnan,yunnan,lüchun county,yunnan指云南，无需修改。lüchun county指云南的绿春县，绿春县所属地级行政区是红河哈尼族彝族自治州，全称红河哈尼族彝族自治州，简称红河。绿春县全称绿春县，简称绿春,云南,红河哈尼族彝族自治州,红河,绿春县,绿春,,yunnan,honghehanizuyizuzhizhou,honghe,lvchunxian,lvchun,云南省,云南,红河哈尼族彝族自治州,红河,honghehanizuyizuzizhizhou,Honghe,Yunnan
yunnan,yunnan,ninger hanizu yizu aut county,yunnan指云南，无需修改。ninger hanizu yizu aut county指云南红河哈尼族彝族自治州的弥勒市，所属地级行政区是红河哈尼族彝族自治州，全称红河哈尼族彝族自治州，简称红河。弥勒市全称弥勒市，简称弥勒,云南,红河哈尼族彝族自治州,红河,弥勒市,弥勒,,yunnan,honghe hani zu yizu zizhizhou,honghe,mile shi,mile,云南省,云南,红河哈尼族彝族自治州,红河,honghehanizuyizuzizhizhou,Honghe,Yunnan
yunnan,yunnan,hekou town,yunnan指云南，无需修改。hekou town指云南河口瑶族自治县的河口镇，所属地级行政是红河哈尼族彝族自治州，全称红河哈尼族彝族自治州，简称红河。河口镇所在县即河口瑶族自治县，全称河口瑶族自治县，简称河口,云南,红河哈尼族彝族自治州,红河,河口瑶族自治县,河口,,yun nan,honghe hanizu yizu zizhizhou,honghe,hekou yaozu zizhixian,hekou,云南省,云南,红河哈尼族彝族自治州,红河,honghehanizuyizuzizhizhou,Honghe,Yunnan
hunan,hunan,jingzhou miao and dong autonomous county,hunan指湖南，无需修改。jingzhou miao and dong autonomous county指湖南的靖州苗族侗族自治县，所属地级行政区是怀化市，全称怀化市，简称怀化。靖州苗族侗族自治县全称靖州苗族侗族自治县，简称靖州,湖南,怀化市,怀化,靖州苗族侗族自治县,靖州,,hunan,huaihuashi,huaihua,jingzhoumiaozudongzuzizhixian,jingzhou,湖南省,湖南,怀化市,怀化,huaihuashi,Huaihua,Hunan
hunan,hunan,tongdao dongzu aut county,hunan指湖南，无需修改。tongdao dongzu aut county指湖南怀化市的通道侗族自治县，所属地级行政是怀化市，全称怀化市，简称怀化。通道侗族自治县全称通道侗族自治县，简称通道,湖南,怀化市,怀化,通道侗族自治县,通道,,hunan,huaihuashi,huaihua,tongdao dongzuzi zhixian,tongdao,湖南省,湖南,怀化市,怀化,huaihuashi,Huaihua,Hunan
hubei,hubei,hongan county,hubei指湖北，无需修改。hongan county指湖北黄冈市的红安县，所属地级行政是黄冈市，全称黄冈市，简称黄冈。红安县全称红安县，简称红安,湖北,黄冈市,黄冈,红安县,红安,湖北拼音hubei，黄冈市拼音huanggangshi，黄冈拼音huanggang，红安县拼音honganxian，红安拼音hongan,hubei,huanggangshi,huanggang,honganxian,hongan,湖北省,湖北,黄冈市,黄冈,huanggangshi,Huanggang,Hubei
